DateTime,Open,High,Low,Close,Volume
2024-01-02 09:45:00,2078.258,2078.813,2076.772,2077.032,15
2024-01-02 10:00:00,2077.048,2077.753,2074.483,2074.966,15
2024-01-02 10:15:00,2074.919,2075.344,2073.45,2074.646,15
2024-01-02 10:30:00,2074.607,2076.084,2074.331,2075.607,15
2024-01-02 10:45:00,2075.604,2076.574,2075.337,2075.949,15
2024-01-02 11:00:00,2075.935,2076.177,2073.815,2073.998,15
2024-01-02 11:15:00,2073.997,2075.863,2072.803,2074.978,15
2024-01-02 11:30:00,2074.997,2074.997,2068.357,2068.83,15
2024-01-02 11:45:00,2068.799,2070.31,2068.247,2069.221,15
2024-01-02 12:00:00,2069.179,2069.498,2066.245,2066.74,15
2024-01-02 12:15:00,2066.749,2067.11,2065.016,2066.0,15
2024-01-02 12:30:00,2065.979,2068.313,2065.556,2067.217,15
2024-01-02 12:45:00,2067.174,2068.082,2066.635,2067.869,15
2024-01-02 13:00:00,2067.829,2068.735,2064.817,2065.587,15
2024-01-02 13:15:00,2065.619,2068.767,2065.358,2067.075,15
2024-01-02 13:30:00,2067.092,2071.018,2066.942,2069.712,15
2024-01-02 13:45:00,2069.742,2069.795,2064.824,2066.272,15
2024-01-02 14:00:00,2066.312,2067.264,2064.834,2065.269,15
2024-01-02 14:15:00,2065.233,2067.884,2064.55,2065.91,15
2024-01-02 14:30:00,2065.875,2070.016,2062.136,2065.763,15
2024-01-02 14:45:00,2065.793,2070.393,2065.793,2070.325,15
2024-01-02 15:00:00,2070.366,2070.709,2066.46,2067.243,15
2024-01-02 15:15:00,2067.281,2067.839,2063.972,2064.807,15
2024-01-02 15:30:00,2064.776,2065.254,2056.097,2058.786,15
2024-01-02 15:45:00,2058.84,2059.798,2057.213,2059.305,15
2024-01-02 16:00:00,2059.336,2067.595,2059.091,2066.301,15
2024-01-02 16:15:00,2066.253,2066.898,2064.629,2065.352,15
2024-01-02 16:30:00,2065.319,2065.584,2064.085,2065.034,15
2024-01-02 16:45:00,2064.992,2066.919,2064.969,2066.092,15
2024-01-02 17:00:00,2066.04,2066.909,2064.632,2064.783,15
2024-01-02 17:15:00,2064.73,2064.986,2062.73,2063.961,15
2024-01-02 17:30:00,2063.978,2065.185,2063.626,2064.604,15
2024-01-02 17:45:00,2064.571,2064.578,2061.791,2062.681,15
2024-01-02 18:00:00,2062.724,2063.312,2061.381,2062.699,15
2024-01-02 18:15:00,2062.668,2064.92,2062.453,2064.416,15
2024-01-02 18:30:00,2064.414,2064.451,2061.395,2061.603,15
2024-01-02 18:45:00,2061.632,2062.461,2060.514,2061.164,15
2024-01-02 19:00:00,2061.158,2062.175,2060.828,2061.704,15
2024-01-02 19:15:00,2061.71,2061.958,2060.37,2061.636,15
2024-01-02 19:30:00,2061.581,2062.064,2061.103,2061.728,15
2024-01-02 19:45:00,2061.733,2061.84,2060.454,2060.946,15
2024-01-02 20:00:00,2060.99,2061.577,2060.467,2060.853,15
2024-01-02 20:15:00,2060.822,2061.406,2059.419,2059.687,15
2024-01-02 20:30:00,2059.683,2060.262,2058.832,2058.964,15
2024-01-02 20:45:00,2058.999,2059.32,2058.148,2058.32,13
2024-01-02 23:00:00,2058.797,2059.256,2058.408,2058.789,14
2024-01-02 23:15:00,2058.789,2059.315,2058.513,2059.146,15
2024-01-02 23:30:00,2059.148,2059.44,2058.615,2059.303,15
2024-01-02 23:45:00,2059.241,2059.874,2058.935,2059.476,15
2024-01-03 00:00:00,2059.448,2061.004,2059.227,2060.978,15
2024-01-03 00:15:00,2060.973,2062.127,2060.275,2062.055,15
2024-01-03 00:30:00,2062.043,2062.065,2059.922,2060.345,15
2024-01-03 00:45:00,2060.294,2060.81,2060.004,2060.197,15
2024-01-03 01:00:00,2060.185,2062.127,2060.069,2062.08,15
2024-01-03 01:15:00,2062.078,2062.095,2059.448,2061.115,15
2024-01-03 01:30:00,2061.126,2062.007,2060.968,2061.36,15
2024-01-03 01:45:00,2061.389,2062.553,2061.12,2062.379,15
2024-01-03 02:00:00,2062.41,2063.986,2061.598,2063.986,15
2024-01-03 02:15:00,2063.982,2064.423,2062.73,2064.133,15
2024-01-03 02:30:00,2064.104,2065.172,2063.365,2064.524,15
2024-01-03 02:45:00,2064.512,2065.123,2063.952,2064.696,15
2024-01-03 03:00:00,2064.701,2065.541,2063.575,2063.68,15
2024-01-03 03:15:00,2063.703,2064.008,2063.255,2063.596,15
2024-01-03 03:30:00,2063.603,2065.201,2063.38,2065.03,15
2024-01-03 03:45:00,2065.026,2065.369,2064.503,2065.072,15
2024-01-03 04:00:00,2065.023,2065.05,2064.352,2064.705,15
2024-01-03 04:15:00,2064.705,2065.123,2064.543,2065.077,15
2024-01-03 04:30:00,2065.075,2065.521,2064.782,2065.058,15
2024-01-03 04:45:00,2065.002,2065.089,2064.474,2064.764,15
2024-01-03 05:00:00,2064.762,2064.762,2063.601,2063.822,15
2024-01-03 05:15:00,2063.818,2064.24,2063.43,2063.489,15
2024-01-03 05:30:00,2063.485,2065.982,2063.485,2065.013,15
2024-01-03 05:45:00,2065.008,2065.008,2063.762,2064.061,15
2024-01-03 06:00:00,2064.024,2065.373,2063.566,2065.151,15
2024-01-03 06:15:00,2065.127,2065.251,2063.375,2064.576,15
2024-01-03 06:30:00,2064.575,2064.875,2064.173,2064.221,15
2024-01-03 06:45:00,2064.186,2065.091,2063.718,2064.3,15
2024-01-03 07:00:00,2064.268,2064.32,2061.956,2062.209,15
2024-01-03 07:15:00,2062.223,2062.549,2060.827,2061.487,15
2024-01-03 07:30:00,2061.488,2063.353,2060.995,2063.295,15
2024-01-03 07:45:00,2063.317,2063.724,2062.542,2062.915,15
2024-01-03 08:00:00,2062.91,2064.376,2062.425,2063.698,15
2024-01-03 08:15:00,2063.691,2063.691,2058.848,2060.66,15
2024-01-03 08:30:00,2060.702,2061.667,2059.893,2061.634,15
2024-01-03 08:45:00,2061.668,2061.739,2059.424,2060.083,15
2024-01-03 09:00:00,2060.05,2060.576,2057.904,2058.397,15
2024-01-03 09:15:00,2058.428,2059.152,2057.863,2058.814,15
2024-01-03 09:30:00,2058.815,2059.174,2054.243,2054.948,15
2024-01-03 09:45:00,2055.002,2056.958,2055.002,2056.796,15
2024-01-03 10:00:00,2056.744,2057.157,2055.483,2055.674,15
2024-01-03 10:15:00,2055.692,2055.742,2052.648,2053.057,15
2024-01-03 10:30:00,2053.087,2055.411,2053.045,2054.701,15
2024-01-03 10:45:00,2054.759,2055.892,2054.269,2054.849,15
2024-01-03 11:00:00,2054.85,2055.634,2052.243,2053.184,15
2024-01-03 11:15:00,2053.126,2053.725,2051.506,2052.31,15
2024-01-03 11:30:00,2052.313,2052.324,2047.628,2049.145,15
2024-01-03 11:45:00,2049.166,2049.978,2046.614,2047.617,15
2024-01-03 12:00:00,2047.648,2048.177,2042.993,2045.486,15
2024-01-03 12:15:00,2045.44,2046.299,2041.737,2043.551,15
2024-01-03 12:30:00,2043.499,2046.232,2042.058,2046.016,15
2024-01-03 12:45:00,2046.009,2048.369,2045.275,2045.712,15
2024-01-03 13:00:00,2045.749,2047.987,2044.872,2045.318,15
2024-01-03 13:15:00,2045.284,2046.303,2041.382,2042.722,15
2024-01-03 13:30:00,2042.775,2044.919,2041.424,2041.977,15
2024-01-03 13:45:00,2041.929,2041.929,2038.64,2040.974,15
2024-01-03 14:00:00,2041.027,2042.294,2036.366,2037.315,15
2024-01-03 14:15:00,2037.284,2037.61,2034.419,2036.979,15
2024-01-03 14:30:00,2037.03,2037.208,2031.752,2035.008,15
2024-01-03 14:45:00,2034.958,2039.434,2034.244,2037.822,15
2024-01-03 15:00:00,2037.77,2048.767,2036.139,2040.575,15
2024-01-03 15:15:00,2040.626,2040.758,2035.418,2037.464,15
2024-01-03 15:30:00,2037.326,2038.843,2032.082,2033.833,15
2024-01-03 15:45:00,2033.865,2035.21,2031.782,2032.552,15
2024-01-03 16:00:00,2032.601,2036.051,2031.25,2033.751,15
2024-01-03 16:15:00,2033.688,2035.588,2033.365,2034.03,15
2024-01-03 16:30:00,2034.076,2034.649,2032.539,2032.908,15
2024-01-03 16:45:00,2032.948,2033.068,2031.305,2032.375,15
2024-01-03 17:00:00,2032.423,2033.288,2030.912,2033.165,15
2024-01-03 17:15:00,2033.179,2033.779,2032.029,2032.742,15
2024-01-03 17:30:00,2032.74,2032.881,2030.541,2032.045,15
2024-01-03 17:45:00,2032.05,2033.35,2031.013,2033.303,15
2024-01-03 18:00:00,2033.311,2035.036,2032.857,2032.932,15
2024-01-03 18:15:00,2032.979,2035.218,2032.887,2034.878,15
2024-01-03 18:30:00,2034.927,2035.382,2033.964,2035.257,15
2024-01-03 18:45:00,2035.266,2036.331,2034.974,2035.754,15
2024-01-03 19:00:00,2035.765,2037.735,2030.522,2031.232,15
2024-01-03 19:15:00,2031.219,2039.187,2031.219,2038.712,15
2024-01-03 19:30:00,2038.679,2042.278,2036.231,2037.964,15
2024-01-03 19:45:00,2037.934,2038.458,2034.743,2036.62,15
2024-01-03 20:00:00,2036.583,2039.494,2036.405,2039.412,15
2024-01-03 20:15:00,2039.36,2042.031,2039.187,2041.07,15
2024-01-03 20:30:00,2041.063,2041.919,2040.647,2041.388,15
2024-01-03 20:45:00,2041.438,2042.309,2041.156,2041.697,13
2024-01-03 23:00:00,2042.001,2042.878,2041.091,2042.675,14
2024-01-03 23:15:00,2042.709,2042.855,2041.856,2042.334,15
2024-01-03 23:30:00,2042.294,2043.382,2042.0,2043.16,15
2024-01-03 23:45:00,2043.156,2043.665,2042.589,2042.666,15
2024-01-04 00:00:00,2042.657,2043.158,2042.162,2042.756,15
2024-01-04 00:15:00,2042.751,2043.186,2042.661,2042.931,15
2024-01-04 00:30:00,2042.931,2042.945,2042.029,2042.287,15
2024-01-04 00:45:00,2042.303,2042.752,2041.533,2042.09,15
2024-01-04 01:00:00,2042.089,2042.785,2041.52,2042.08,15
2024-01-04 01:15:00,2042.084,2043.284,2040.646,2041.121,15
2024-01-04 01:30:00,2041.11,2041.367,2040.044,2040.669,15
2024-01-04 01:45:00,2040.721,2042.349,2040.534,2042.197,15
2024-01-04 02:00:00,2042.207,2044.092,2042.207,2043.881,15
2024-01-04 02:15:00,2043.877,2044.65,2043.356,2044.176,15
2024-01-04 02:30:00,2044.145,2044.271,2042.603,2043.197,15
2024-01-04 02:45:00,2043.146,2044.762,2042.728,2044.586,15
2024-01-04 03:00:00,2044.619,2045.551,2044.092,2045.318,15
2024-01-04 03:15:00,2045.322,2046.591,2045.177,2046.398,15
2024-01-04 03:30:00,2046.424,2046.96,2045.794,2045.918,15
2024-01-04 03:45:00,2045.875,2046.358,2044.564,2044.684,15
2024-01-04 04:00:00,2044.682,2044.682,2042.689,2043.455,15
2024-01-04 04:15:00,2043.455,2043.905,2042.37,2043.19,15
2024-01-04 04:30:00,2043.182,2044.587,2043.134,2044.322,15
2024-01-04 04:45:00,2044.274,2044.372,2042.614,2043.012,15
2024-01-04 05:00:00,2042.998,2043.393,2042.382,2043.171,15
2024-01-04 05:15:00,2043.181,2043.769,2043.181,2043.391,15
2024-01-04 05:30:00,2043.391,2044.27,2042.312,2043.363,15
2024-01-04 05:45:00,2043.362,2044.159,2043.195,2043.774,15
2024-01-04 06:00:00,2043.781,2045.176,2043.571,2045.116,15
2024-01-04 06:15:00,2045.102,2048.59,2044.817,2047.024,15
2024-01-04 06:30:00,2046.979,2047.921,2045.872,2045.901,15
2024-01-04 06:45:00,2045.89,2047.62,2045.197,2047.203,15
2024-01-04 07:00:00,2047.16,2048.5,2046.885,2047.72,15
2024-01-04 07:15:00,2047.77,2048.686,2046.482,2048.179,15
2024-01-04 07:30:00,2048.175,2049.55,2046.648,2049.27,15
2024-01-04 07:45:00,2049.32,2049.439,2047.16,2047.599,15
2024-01-04 08:00:00,2047.654,2048.584,2046.673,2047.638,15
2024-01-04 08:15:00,2047.607,2048.435,2046.847,2047.346,15
2024-01-04 08:30:00,2047.351,2047.527,2045.398,2045.899,15
2024-01-04 08:45:00,2045.909,2047.477,2045.407,2046.763,15
2024-01-04 09:00:00,2046.717,2048.367,2046.294,2048.097,15
2024-01-04 09:15:00,2048.096,2048.798,2046.267,2047.077,15
2024-01-04 09:30:00,2047.086,2050.958,2047.086,2049.838,15
2024-01-04 09:45:00,2049.805,2050.312,2047.688,2047.995,15
2024-01-04 10:00:00,2048.02,2048.89,2046.789,2048.212,15
2024-01-04 10:15:00,2048.259,2050.826,2048.096,2049.28,15
2024-01-04 10:30:00,2049.294,2049.655,2047.899,2048.2,15
2024-01-04 10:45:00,2048.184,2048.496,2046.625,2047.887,15
2024-01-04 11:00:00,2047.882,2048.35,2047.031,2047.727,15
2024-01-04 11:15:00,2047.723,2048.402,2047.477,2047.701,15
2024-01-04 11:30:00,2047.71,2048.228,2046.871,2047.18,15
2024-01-04 11:45:00,2047.181,2047.68,2044.83,2045.136,15
2024-01-04 12:00:00,2045.137,2045.568,2043.274,2044.923,15
2024-01-04 12:15:00,2044.913,2045.825,2043.843,2045.394,15
2024-01-04 12:30:00,2045.4,2046.136,2044.635,2046.063,15
2024-01-04 12:45:00,2046.059,2046.175,2045.234,2045.853,15
2024-01-04 13:00:00,2045.865,2047.108,2045.276,2046.319,15
2024-01-04 13:15:00,2046.32,2046.32,2042.419,2044.953,15
2024-01-04 13:30:00,2044.898,2044.898,2038.83,2039.392,15
2024-01-04 13:45:00,2039.358,2041.943,2039.15,2040.153,15
2024-01-04 14:00:00,2040.2,2040.594,2037.311,2040.344,15
2024-01-04 14:15:00,2040.296,2042.563,2039.997,2040.269,15
2024-01-04 14:30:00,2040.273,2040.862,2038.877,2039.966,15
2024-01-04 14:45:00,2039.907,2040.469,2036.176,2039.267,15
2024-01-04 15:00:00,2039.295,2045.271,2039.107,2045.088,15
2024-01-04 15:15:00,2045.08,2047.162,2042.741,2046.821,15
2024-01-04 15:30:00,2046.862,2047.778,2044.541,2044.676,15
2024-01-04 15:45:00,2044.639,2045.406,2043.466,2045.046,15
2024-01-04 16:00:00,2045.084,2046.679,2044.201,2045.058,15
2024-01-04 16:15:00,2045.021,2046.108,2044.043,2045.124,15
2024-01-04 16:30:00,2045.125,2046.547,2044.567,2045.489,15
2024-01-04 16:45:00,2045.512,2045.996,2044.328,2044.635,15
2024-01-04 17:00:00,2044.686,2045.009,2043.139,2043.587,15
2024-01-04 17:15:00,2043.56,2043.723,2041.438,2041.729,15
2024-01-04 17:30:00,2041.725,2043.572,2040.825,2043.387,15
2024-01-04 17:45:00,2043.396,2044.275,2042.588,2043.192,15
2024-01-04 18:00:00,2043.205,2043.938,2041.811,2042.388,15
2024-01-04 18:15:00,2042.396,2042.958,2041.46,2042.413,15
2024-01-04 18:30:00,2042.369,2043.527,2042.017,2042.848,15
2024-01-04 18:45:00,2042.891,2043.296,2042.035,2043.123,15
2024-01-04 19:00:00,2043.072,2044.018,2042.74,2042.869,15
2024-01-04 19:15:00,2042.886,2043.189,2042.428,2042.764,15
2024-01-04 19:30:00,2042.765,2043.095,2042.395,2043.009,15
2024-01-04 19:45:00,2042.98,2044.852,2042.955,2044.299,15
2024-01-04 20:00:00,2044.282,2044.746,2043.942,2044.655,15
2024-01-04 20:15:00,2044.653,2044.653,2043.562,2044.431,15
2024-01-04 20:30:00,2044.432,2044.783,2044.016,2044.297,15
2024-01-04 20:45:00,2044.289,2044.532,2043.401,2043.582,13
2024-01-04 23:00:00,2043.256,2044.332,2042.558,2044.332,14
2024-01-04 23:15:00,2044.277,2044.602,2042.677,2042.855,15
2024-01-04 23:30:00,2042.863,2043.578,2042.485,2043.535,15
2024-01-04 23:45:00,2043.434,2044.337,2042.889,2043.865,15
2024-01-05 00:00:00,2043.917,2044.221,2043.235,2043.799,15
2024-01-05 00:15:00,2043.796,2044.235,2043.518,2043.922,15
2024-01-05 00:30:00,2043.914,2044.408,2043.568,2044.289,15
2024-01-05 00:45:00,2044.311,2044.679,2043.923,2044.251,15
2024-01-05 01:00:00,2044.26,2047.423,2043.999,2046.991,15
2024-01-05 01:15:00,2047.022,2048.264,2045.941,2046.264,15
2024-01-05 01:30:00,2046.229,2047.363,2045.379,2047.028,15
2024-01-05 01:45:00,2047.082,2047.527,2045.826,2046.138,15
2024-01-05 02:00:00,2046.138,2047.403,2045.641,2046.564,15
2024-01-05 02:15:00,2046.553,2047.795,2046.466,2047.351,15
2024-01-05 02:30:00,2047.366,2047.366,2045.903,2046.381,15
2024-01-05 02:45:00,2046.384,2046.986,2045.973,2046.134,15
2024-01-05 03:00:00,2046.134,2046.408,2044.793,2045.278,15
2024-01-05 03:15:00,2045.28,2046.04,2044.962,2045.455,15
2024-01-05 03:30:00,2045.448,2045.884,2045.04,2045.331,15
2024-01-05 03:45:00,2045.292,2045.543,2044.895,2045.32,15
2024-01-05 04:00:00,2045.276,2045.594,2044.44,2044.778,15
2024-01-05 04:15:00,2044.846,2046.378,2044.534,2046.052,15
2024-01-05 04:30:00,2046.053,2046.268,2045.334,2045.367,15
2024-01-05 04:45:00,2045.367,2045.482,2044.507,2044.595,15
2024-01-05 05:00:00,2044.551,2044.824,2043.132,2043.799,15
2024-01-05 05:15:00,2043.803,2044.285,2043.64,2044.249,15
2024-01-05 05:30:00,2044.244,2045.226,2043.969,2044.861,15
2024-01-05 05:45:00,2044.86,2044.934,2043.915,2044.452,15
2024-01-05 06:00:00,2044.454,2045.06,2044.114,2044.426,15
2024-01-05 06:15:00,2044.378,2044.422,2042.08,2042.53,15
2024-01-05 06:30:00,2042.499,2042.599,2040.84,2041.319,15
2024-01-05 06:45:00,2041.32,2042.741,2040.963,2042.42,15
2024-01-05 07:00:00,2042.421,2045.331,2042.027,2045.125,15
2024-01-05 07:15:00,2045.074,2047.0,2044.64,2044.735,15
2024-01-05 07:30:00,2044.733,2045.2,2043.244,2043.662,15
2024-01-05 07:45:00,2043.664,2044.688,2043.053,2043.125,15
2024-01-05 08:00:00,2043.141,2044.396,2042.214,2042.813,15
2024-01-05 08:15:00,2042.805,2043.481,2041.882,2042.834,15
2024-01-05 08:30:00,2042.873,2042.945,2041.393,2042.096,15
2024-01-05 08:45:00,2042.077,2043.159,2041.675,2042.389,15
2024-01-05 09:00:00,2042.343,2043.781,2041.71,2042.723,15
2024-01-05 09:15:00,2042.772,2043.146,2041.99,2042.185,15
2024-01-05 09:30:00,2042.182,2042.531,2040.98,2041.231,15
2024-01-05 09:45:00,2041.21,2041.371,2038.36,2038.835,15
2024-01-05 10:00:00,2038.89,2039.231,2037.338,2038.268,15
2024-01-05 10:15:00,2038.322,2038.468,2037.309,2037.679,15
2024-01-05 10:30:00,2037.696,2038.508,2037.596,2038.322,15
2024-01-05 10:45:00,2038.305,2040.291,2038.208,2039.947,15
2024-01-05 11:00:00,2039.919,2040.301,2038.444,2038.594,15
2024-01-05 11:15:00,2038.636,2038.67,2037.017,2037.663,15
2024-01-05 11:30:00,2037.643,2039.038,2037.446,2038.196,15
2024-01-05 11:45:00,2038.199,2039.341,2037.921,2039.152,15
2024-01-05 12:00:00,2039.136,2040.66,2038.645,2039.769,15
2024-01-05 12:15:00,2039.76,2039.845,2038.359,2038.803,15
2024-01-05 12:30:00,2038.753,2040.535,2038.708,2039.983,15
2024-01-05 12:45:00,2039.935,2040.964,2039.833,2040.117,15
2024-01-05 13:00:00,2040.165,2041.546,2039.442,2040.883,15
2024-01-05 13:15:00,2040.929,2041.741,2039.174,2039.204,15
2024-01-05 13:30:00,2039.229,2039.229,2024.346,2033.908,15
2024-01-05 13:45:00,2033.875,2041.953,2029.907,2039.925,15
2024-01-05 14:00:00,2039.88,2046.253,2038.736,2039.731,15
2024-01-05 14:15:00,2039.777,2048.729,2039.527,2046.856,15
2024-01-05 14:30:00,2046.819,2049.187,2041.673,2044.569,15
2024-01-05 14:45:00,2044.542,2047.948,2044.131,2046.859,15
2024-01-05 15:00:00,2046.943,2063.411,2046.943,2060.028,15
2024-01-05 15:15:00,2060.079,2063.987,2057.544,2059.74,15
2024-01-05 15:30:00,2059.687,2062.695,2058.249,2060.662,15
2024-01-05 15:45:00,2060.615,2061.249,2054.32,2054.77,15
2024-01-05 16:00:00,2054.829,2056.213,2051.989,2055.645,15
2024-01-05 16:15:00,2055.681,2056.178,2049.77,2050.453,15
2024-01-05 16:30:00,2050.452,2051.891,2050.126,2050.33,15
2024-01-05 16:45:00,2050.374,2051.028,2044.101,2045.065,15
2024-01-05 17:00:00,2045.09,2045.237,2040.954,2043.454,15
2024-01-05 17:15:00,2043.502,2045.44,2040.855,2041.477,15
2024-01-05 17:30:00,2041.521,2043.338,2040.37,2042.305,15
2024-01-05 17:45:00,2042.27,2043.66,2041.149,2041.959,15
2024-01-05 18:00:00,2041.917,2042.428,2040.468,2041.656,15
2024-01-05 18:15:00,2041.684,2043.55,2041.16,2043.135,15
2024-01-05 18:30:00,2043.143,2046.034,2042.983,2045.295,15
2024-01-05 18:45:00,2045.29,2048.472,2045.147,2048.134,15
2024-01-05 19:00:00,2048.177,2050.317,2048.036,2049.112,15
2024-01-05 19:15:00,2049.081,2049.423,2047.24,2047.376,15
2024-01-05 19:30:00,2047.372,2048.341,2046.346,2046.59,15
2024-01-05 19:45:00,2046.598,2046.689,2044.89,2045.682,15
2024-01-05 20:00:00,2045.705,2045.766,2043.832,2044.698,15
2024-01-05 20:15:00,2044.676,2044.923,2043.73,2044.124,15
2024-01-05 20:30:00,2044.096,2044.477,2042.786,2043.663,15
2024-01-05 20:45:00,2043.711,2044.912,2043.65,2043.99,13
2024-01-07 23:00:00,2044.595,2045.563,2044.365,2044.961,10
2024-01-07 23:15:00,2044.906,2045.575,2044.147,2044.369,15
2024-01-07 23:30:00,2044.391,2044.736,2042.903,2044.089,15
2024-01-07 23:45:00,2044.089,2044.402,2042.977,2044.208,15
2024-01-08 00:00:00,2044.212,2045.155,2043.707,2044.982,15
2024-01-08 00:15:00,2044.982,2045.953,2044.919,2045.808,15
2024-01-08 00:30:00,2045.803,2046.264,2045.37,2046.031,15
2024-01-08 00:45:00,2046.029,2046.215,2045.509,2045.942,15
2024-01-08 01:00:00,2045.956,2046.436,2044.466,2045.403,15
2024-01-08 01:15:00,2045.383,2046.59,2044.895,2045.866,15
2024-01-08 01:30:00,2045.808,2045.882,2043.463,2043.63,15
2024-01-08 01:45:00,2043.678,2044.468,2042.791,2043.747,15
2024-01-08 02:00:00,2043.771,2043.805,2041.663,2042.948,15
2024-01-08 02:15:00,2042.981,2043.35,2042.162,2042.498,15
2024-01-08 02:30:00,2042.544,2043.415,2042.188,2042.977,15
2024-01-08 02:45:00,2042.991,2043.078,2041.172,2041.285,15
2024-01-08 03:00:00,2041.288,2041.503,2039.353,2040.298,15
2024-01-08 03:15:00,2040.298,2041.096,2039.68,2040.056,15
2024-01-08 03:30:00,2040.04,2040.261,2035.388,2037.55,15
2024-01-08 03:45:00,2037.54,2038.152,2035.019,2036.098,15
2024-01-08 04:00:00,2036.117,2037.543,2035.557,2035.978,15
2024-01-08 04:15:00,2035.965,2037.211,2035.888,2036.911,15
2024-01-08 04:30:00,2036.867,2036.867,2035.84,2035.97,15
2024-01-08 04:45:00,2035.968,2036.343,2035.56,2035.783,15
2024-01-08 05:00:00,2035.736,2036.09,2034.519,2034.803,15
2024-01-08 05:15:00,2034.808,2035.805,2034.616,2034.951,15
2024-01-08 05:30:00,2034.894,2035.151,2026.943,2029.419,15
2024-01-08 05:45:00,2029.379,2030.881,2028.579,2030.675,15
2024-01-08 06:00:00,2030.665,2032.505,2030.32,2032.024,15
2024-01-08 06:15:00,2032.041,2032.599,2030.441,2031.819,15
2024-01-08 06:30:00,2031.861,2033.142,2031.211,2032.795,15
2024-01-08 06:45:00,2032.789,2033.253,2032.357,2032.911,15
2024-01-08 07:00:00,2032.87,2033.153,2031.296,2032.53,15
2024-01-08 07:15:00,2032.562,2033.115,2028.544,2030.158,15
2024-01-08 07:30:00,2030.21,2031.182,2028.917,2030.768,15
2024-01-08 07:45:00,2030.779,2032.892,2030.778,2031.393,15
2024-01-08 08:00:00,2031.393,2031.738,2027.772,2028.904,15
2024-01-08 08:15:00,2028.935,2030.02,2028.404,2029.307,15
2024-01-08 08:30:00,2029.257,2030.711,2027.704,2028.396,15
2024-01-08 08:45:00,2028.412,2028.965,2027.258,2028.317,15
2024-01-08 09:00:00,2028.287,2030.184,2027.622,2028.07,15
2024-01-08 09:15:00,2028.06,2028.486,2026.466,2028.214,15
2024-01-08 09:30:00,2028.166,2029.557,2027.341,2029.557,15
2024-01-08 09:45:00,2029.552,2031.687,2028.894,2029.089,15
2024-01-08 10:00:00,2029.133,2029.434,2028.023,2028.798,15
2024-01-08 10:15:00,2028.823,2029.458,2027.527,2028.159,15
