,Trade ID,Symbol,Strategy Name,Entry Time,Exit Time,Entry Price,Exit Price,Position Size,Direction,PnL,PnL %,Candle Index Entry,Candle Index Exit,SL,TP,Risk-Reward Ratio,Commissions,Spread,Exit Status
70,71,tst,CrossSignalStrategy,2024-02-06 05:15:00,2024-02-06 08:00:00,2026.802,2026.802,0,Long,-0.9409999999998035,-0.04642782077380048,2218,2229,2025.861,2031.802,5.3134962805537125,0.0,1.441000000000031,SL
71,72,tst,CrossSignalStrategy,2024-02-06 11:30:00,2024-02-06 14:45:00,2026.538,2026.538,0,Long,5.0,0.24672619018246883,2243,2256,2024.204,2031.538,2.1422450728362774,0.0,2.9610000000000127,TP
72,73,tst,CrossSignalStrategy,2024-02-07 07:15:00,2024-02-07 08:15:00,2035.718,2035.718,0,Long,-2.490000000000009,-0.12231556630142332,2314,2318,2033.228,2040.718,2.0080321285140488,0.0,1.9880000000000564,SL
73,74,tst,CrossSignalStrategy,2024-02-07 09:30:00,2024-02-07 12:00:00,2034.546,2034.546,0,Long,-2.242999999999938,-0.11024572558201869,2323,2333,2032.303,2039.546,2.229157378510984,0.0,1.9710000000000036,SL
74,75,tst,CrossSignalStrategy,2024-02-07 13:15:00,2024-02-07 14:30:00,2034.585,2034.547,0,Long,5.038000000000011,0.2476180646176007,2338,2343,2032.328,2039.585,2.2153300841824826,0.0,9.224999999999909,TP
75,76,tst,CrossSignalStrategy,2024-02-07 23:30:00,2024-02-08 03:15:00,2035.927,2035.924,0,Long,-0.4249999999999545,-0.020875011726842592,2371,2386,2035.499,2040.927,11.682242990657382,0.0,1.6549999999999727,SL
76,77,tst,CrossSignalStrategy,2024-02-08 06:45:00,2024-02-08 07:30:00,2033.277,2033.262,0,Long,-0.5579999999999927,-0.027443383267503278,2400,2403,2032.704,2038.277,8.726003490399984,0.0,1.538000000000011,SL
77,78,tst,CrossSignalStrategy,2024-02-08 09:30:00,2024-02-08 10:15:00,2032.904,2032.904,0,Long,5.0,0.24595357183615163,2411,2414,2030.026,2037.904,1.7373175816539692,0.0,3.668999999999869,TP
78,79,tst,CrossSignalStrategy,2024-02-08 14:30:00,2024-02-08 18:00:00,2029.644,2029.644,0,Long,5.0,0.24634862074334218,2431,2445,2022.73,2034.644,0.7231703789412799,0.0,4.257000000000062,TP
79,80,tst,CrossSignalStrategy,2024-02-09 07:15:00,2024-02-09 08:00:00,2033.875,2033.875,0,Long,-0.7639999999998963,-0.03756376375145456,2490,2493,2033.111,2038.875,6.544502617801935,0.0,2.8900000000001,SL
80,81,tst,CrossSignalStrategy,2024-02-09 10:45:00,2024-02-09 11:45:00,2032.698,2032.698,0,Long,-1.0640000000000782,-0.052344224277294425,2504,2508,2031.634,2037.698,4.699248120300407,0.0,1.0219999999999345,SL
81,82,tst,CrossSignalStrategy,2024-02-09 17:30:00,2024-02-12 09:30:00,2023.751,2023.736,0,Long,-2.3360000000000127,-0.11542922029439456,2531,2587,2021.4,2028.751,2.1267545725224344,0.0,1.6990000000000691,SL
82,83,tst,CrossSignalStrategy,2024-02-12 12:15:00,2024-02-12 12:45:00,2021.467,2021.467,0,Long,-0.6360000000001946,-0.03146229940930001,2598,2600,2021.413,2026.467,92.59259259244288,0.0,1.1360000000001946,SL
83,84,tst,CrossSignalStrategy,2024-02-12 12:45:00,2024-02-12 13:15:00,2021.332,2021.332,0,Long,5.177999999999884,0.2561677151502021,2600,2602,2020.574,2026.332,6.596306068601251,0.0,4.494999999999891,TP
84,85,tst,CrossSignalStrategy,2024-02-12 17:00:00,2024-02-12 18:45:00,2016.22,2016.206,0,Long,5.014000000000124,0.24868317941495094,2617,2624,2014.626,2021.22,3.1367628607276288,0.0,0.9600000000000364,TP
85,86,tst,CrossSignalStrategy,2024-02-13 01:00:00,2024-02-13 03:00:00,2020.264,2020.263,0,Long,-1.5529999999998836,-0.07687114159337016,2641,2649,2018.71,2025.264,3.2175032175035074,0.0,1.7699999999999818,SL
86,87,tst,CrossSignalStrategy,2024-02-13 05:00:00,2024-02-13 07:45:00,2019.927,2019.926,0,Long,5.000999999999976,0.24758320473957607,2657,2668,2018.625,2024.927,3.84024577572992,0.0,1.224999999999909,TP
87,88,tst,CrossSignalStrategy,2024-02-13 17:30:00,2024-02-13 19:00:00,1993.825,1993.82,0,Long,-1.0,-0.050154853108973954,2707,2713,1992.82,1998.825,4.975124378108912,0.0,1.4980000000000473,SL
88,89,tst,CrossSignalStrategy,2024-02-14 09:45:00,2024-02-14 13:45:00,1991.153,1991.152,0,Long,-2.0920000000000982,-0.10506475393905432,2764,2780,1989.06,1996.153,2.388915432393608,0.0,2.842999999999847,SL
89,90,tst,CrossSignalStrategy,2024-02-14 16:15:00,2024-02-15 09:45:00,1991.184,1991.184,0,Long,5.0,0.251106879123175,2790,2852,1987.381,1996.184,1.314751511964279,0.0,1.4649999999999181,TP
90,91,tst,CrossSignalStrategy,2024-02-15 18:45:00,2024-02-16 00:15:00,2004.474,2004.474,0,Long,-1.768000000000029,-0.08820269058117138,2888,2902,2002.706,2009.474,2.8280542986424875,0.0,0.54300000000012,SL
91,92,tst,CrossSignalStrategy,2024-02-16 02:15:00,2024-02-16 02:45:00,2005.097,2005.095,0,Long,-0.9970000000000709,-0.04972328022036195,2910,2912,2004.098,2010.097,5.005005005004887,0.0,1.0760000000000218,SL
92,93,tst,CrossSignalStrategy,2024-02-16 07:15:00,2024-02-16 13:30:00,2004.827,2004.793,0,Long,-1.4769999999998618,-0.07367219216420479,2930,2955,2003.316,2009.827,3.3090668431503034,0.0,11.608999999999924,SL
93,94,tst,CrossSignalStrategy,2024-02-16 15:30:00,2024-02-16 18:00:00,2009.767,2009.767,0,Long,5.0,0.24878505816843446,2963,2973,2004.151,2014.767,0.8903133903133926,0.0,2.0799999999999272,TP
94,95,tst,CrossSignalStrategy,2024-02-19 00:15:00,2024-02-19 02:30:00,2017.149,2017.149,0,Long,5.0,0.2478745992487417,2990,2999,2009.19,2022.149,0.6282196255811163,0.0,2.70900000000006,TP
95,96,tst,CrossSignalStrategy,2024-02-19 17:00:00,2024-02-19 23:30:00,2016.044,2016.044,0,Long,-0.18000000000006366,-0.008928376563213087,3057,3068,2015.864,2021.044,27.77777777776795,0.0,0.8450000000000273,SL
96,97,tst,CrossSignalStrategy,2024-02-20 01:15:00,2024-02-20 09:00:00,2018.311,2018.311,0,Long,5.0,0.24773189067492574,3075,3106,2015.202,2023.311,1.6082341588935745,0.0,1.6320000000000618,TP
97,98,tst,CrossSignalStrategy,2024-02-20 13:15:00,2024-02-20 14:30:00,2028.273,2028.273,0,Long,-2.2509999999999764,-0.11098111546128044,3123,3128,2026.022,2033.273,2.2212350066637283,0.0,3.5729999999998654,SL
98,99,tst,CrossSignalStrategy,2024-02-21 01:15:00,2024-02-21 03:45:00,2025.267,2025.267,0,Long,5.0,0.24688102852611532,3163,3173,2023.297,2030.267,2.5380710659898127,0.0,0.9929999999999382,TP
99,100,tst,CrossSignalStrategy,2024-02-21 10:45:00,2024-02-21 11:15:00,2029.856,2029.856,0,Long,-1.8900000000001,-0.09311005312692625,3201,3203,2028.3,2034.856,3.213367609254416,0.0,0.9329999999999927,SL
100,101,tst,CrossSignalStrategy,2024-02-21 12:00:00,2024-02-21 14:30:00,2029.56,2029.547,0,Long,-2.1340000000000146,-0.10514594296300749,3206,3216,2027.413,2034.56,2.32883092687478,0.0,2.7309999999999945,SL
101,102,tst,CrossSignalStrategy,2024-02-21 19:00:00,2024-02-22 06:30:00,2025.189,2025.189,0,Long,5.0,0.24689053713011477,3234,3272,2021.426,2030.189,1.3287270794578274,0.0,1.836999999999989,TP
102,103,tst,CrossSignalStrategy,2024-02-22 17:30:00,2024-02-22 18:00:00,2023.478,2023.462,0,Long,-2.3630000000000564,-0.11677912979533536,3316,3318,2021.099,2028.478,2.1017234131987057,0.0,2.9149999999999636,SL
103,104,tst,CrossSignalStrategy,2024-02-23 10:30:00,2024-02-23 12:30:00,2021.065,2021.032,0,Long,5.033000000000129,0.24902712183923473,3376,3384,2018.406,2026.065,1.8804061677321555,0.0,3.7369999999998527,TP
104,105,tst,CrossSignalStrategy,2024-02-26 04:00:00,2024-02-26 11:00:00,2032.379,2032.379,0,Long,-0.76299999999992,-0.03754221038496855,3438,3466,2031.616,2037.379,6.553079947576048,0.0,1.7159999999998945,SL
105,106,tst,CrossSignalStrategy,2024-02-26 13:30:00,2024-02-26 14:00:00,2034.07,2034.063,0,Long,-2.4450000000001637,-0.12020235291804922,3476,3478,2031.618,2039.07,2.03915171288744,0.0,5.203999999999951,SL
106,107,tst,CrossSignalStrategy,2024-02-26 17:15:00,2024-02-26 20:15:00,2028.101,2028.084,0,Long,5.017000000000053,0.24737426784958208,3491,3503,2026.482,2033.101,3.0883261272387657,0.0,1.8350000000000364,TP
107,108,tst,CrossSignalStrategy,2024-02-27 04:15:00,2024-02-27 05:00:00,2033.945,2033.945,0,Long,-0.5829999999998563,-0.028663508600274654,3527,3530,2033.362,2038.945,8.576329331048425,0.0,0.7739999999998872,SL
108,109,tst,CrossSignalStrategy,2024-02-27 07:15:00,2024-02-27 15:30:00,2034.859,2034.814,0,Long,-1.606999999999971,-0.07897353084415043,3539,3572,2033.207,2039.859,3.0266343825669226,0.0,1.740000000000009,SL
109,110,tst,CrossSignalStrategy,2024-02-27 18:15:00,2024-02-27 18:45:00,2034.477,2034.439,0,Long,-2.4990000000000236,-0.12283255106840842,3583,3585,2031.94,2039.477,1.970831690973564,0.0,1.3050000000000637,SL
110,111,tst,CrossSignalStrategy,2024-02-27 23:30:00,2024-02-28 00:00:00,2030.605,2030.602,0,Long,-0.6550000000002001,-0.03225639649268076,3596,3598,2029.947,2035.605,7.598784194527384,0.0,1.0310000000001764,SL
111,112,tst,CrossSignalStrategy,2024-02-28 05:45:00,2024-02-28 06:45:00,2030.909,2030.909,0,Long,-0.5570000000000164,-0.027426142677983916,3621,3625,2030.352,2035.909,8.976660682225948,0.0,2.0579999999999927,SL
112,113,tst,CrossSignalStrategy,2024-02-28 10:45:00,2024-02-28 13:00:00,2027.285,2027.281,0,Long,5.004000000000133,0.24683258643950567,3641,3650,2025.095,2032.285,2.2831050228309935,0.0,3.4890000000000327,TP
113,114,tst,CrossSignalStrategy,2024-02-28 17:00:00,2024-02-28 18:30:00,2034.87,2034.838,0,Long,-2.58199999999988,-0.12688771272857138,3666,3672,2032.256,2039.87,1.9127773527162863,0.0,1.7530000000001564,SL
114,115,tst,CrossSignalStrategy,2024-02-28 20:45:00,2024-02-29 10:15:00,2033.974,2033.974,0,Long,-0.5319999999999254,-0.02615569323894629,3681,3727,2033.442,2038.974,9.398496240602821,0.0,1.6199999999998909,SL
115,116,tst,CrossSignalStrategy,2024-02-29 13:15:00,2024-02-29 13:45:00,2032.176,2032.119,0,Long,11.69600000000014,0.5755407011991157,3739,3741,2030.145,2037.176,2.4618414574102045,0.0,4.835999999999785,TP
116,117,tst,CrossSignalStrategy,2024-03-01 02:15:00,2024-03-01 05:15:00,2044.956,2044.956,0,Long,-0.9059999999999491,-0.044304131727037115,3783,3795,2044.05,2049.956,5.518763796910053,0.0,1.0659999999998035,SL
117,118,tst,CrossSignalStrategy,2024-03-01 06:15:00,2024-03-01 08:00:00,2047.681,2047.681,0,Long,-2.8769999999999527,-0.14050040020881926,3799,3806,2044.804,2052.681,1.7379214459506716,0.0,2.4549999999999272,SL
