,Trade ID,Symbol,Strategy Name,Entry Time,Exit Time,Entry Price,Exit Price,Position Size,Direction,PnL,PnL %,Candle Index Entry,Candle Index Exit,SL,TP,Risk-Reward Ratio,Commissions,Spread,Exit Status
0,1,tst,CrossSignalStrategy,2024-01-02 16:45:00,2024-01-02 17:15:00,2066.092,2066.04,0,Long,-1.9549999999999272,-0.09462308551603352,71,73,2064.085,2071.092,2.491280518186271,0.0,2.255999999999858,SL
1,2,tst,CrossSignalStrategy,2024-01-02 23:45:00,2024-01-03 02:30:00,2059.476,2059.448,0,Long,5.028000000000247,0.24413977147586313,91,102,2058.615,2064.476,5.807200929149916,0.0,1.8070000000002437,TP
2,3,tst,CrossSignalStrategy,2024-01-03 06:00:00,2024-01-03 06:45:00,2065.151,2065.127,0,Long,-1.3649999999997817,-0.06609686168225867,116,119,2063.762,2070.151,3.599712023039015,0.0,1.3730000000000473,SL
3,4,tst,CrossSignalStrategy,2024-01-04 06:15:00,2024-01-04 12:00:00,2047.024,2046.979,0,Long,-3.408000000000129,-0.16648559078936687,205,228,2043.571,2052.024,1.4480162177816498,0.0,2.2940000000000964,SL
4,5,tst,CrossSignalStrategy,2024-01-04 15:15:00,2024-01-05 09:45:00,2046.821,2046.821,0,Long,-7.713999999999942,-0.3768771182238184,241,307,2039.107,2051.821,0.6481721545242465,0.0,3.0110000000001946,SL
5,6,tst,CrossSignalStrategy,2024-01-05 12:15:00,2024-01-05 13:30:00,2038.803,2038.753,0,Long,-0.10799999999994725,-0.005297225872237153,317,322,2038.645,2043.803,31.6455696202273,0.0,14.883000000000038,SL
6,7,tst,CrossSignalStrategy,2024-01-05 13:45:00,2024-01-05 14:15:00,2039.925,2039.88,0,Long,5.044999999999845,0.24731301395883895,323,325,2024.346,2044.925,0.32094486167276565,0.0,9.20199999999977,TP
7,8,tst,CrossSignalStrategy,2024-01-08 00:30:00,2024-01-08 01:00:00,2046.031,2046.029,0,Long,-1.1099999999999,-0.054251377422917836,358,360,2044.919,2051.031,4.496402877698437,0.0,1.9700000000000273,SL
8,9,tst,CrossSignalStrategy,2024-01-08 07:45:00,2024-01-08 08:15:00,2031.393,2031.393,0,Long,-2.4760000000001128,-0.12188680378440375,387,389,2028.917,2036.393,2.0193861066234944,0.0,1.6159999999999854,SL
9,10,tst,CrossSignalStrategy,2024-01-08 09:15:00,2024-01-08 10:15:00,2028.214,2028.166,0,Long,-0.543999999999869,-0.026821627303621268,393,397,2027.622,2033.214,8.445945945947788,0.0,1.93100000000004,SL
10,11,tst,CrossSignalStrategy,2024-01-08 13:15:00,2024-01-08 13:45:00,2022.05,2022.023,0,Long,-1.6369999999999436,-0.08095744417793543,409,411,2020.386,2027.05,3.004807692307715,0.0,3.9420000000000073,SL
11,12,tst,CrossSignalStrategy,2024-01-08 23:30:00,2024-01-09 00:15:00,2029.082,2029.082,0,Long,5.0,0.24641685254711243,442,445,2027.928,2034.082,4.332755632582336,0.0,2.339000000000169,TP
12,13,tst,CrossSignalStrategy,2024-01-09 07:15:00,2024-01-09 08:15:00,2036.329,2036.283,0,Long,-4.100999999999885,-0.20139181831618982,473,477,2032.182,2041.329,1.2056908608632937,0.0,1.8010000000001583,SL
13,14,tst,CrossSignalStrategy,2024-01-09 09:30:00,2024-01-09 13:15:00,2036.133,2036.133,0,Long,-2.956000000000131,-0.1451771568949637,482,497,2033.177,2041.133,1.6914749661704258,0.0,3.951999999999998,SL
14,15,tst,CrossSignalStrategy,2024-01-09 13:45:00,2024-01-09 15:00:00,2038.634,2038.595,0,Long,-5.485000000000127,-0.2690527088236597,499,504,2033.11,2043.634,0.9051412020274975,0.0,2.6959999999999127,SL
15,16,tst,CrossSignalStrategy,2024-01-09 19:15:00,2024-01-09 19:45:00,2029.018,2029.018,0,Long,-1.0699999999999363,-0.052734869774439475,521,523,2028.578,2034.018,11.363636363634955,0.0,1.1859999999999218,SL
16,17,tst,CrossSignalStrategy,2024-01-10 07:30:00,2024-01-10 08:15:00,2030.926,2030.926,0,Long,5.0,0.24619311584961737,562,565,2026.209,2035.926,1.059995760016989,0.0,3.2619999999999436,TP
17,18,tst,CrossSignalStrategy,2024-01-10 19:45:00,2024-01-10 20:15:00,2024.009,2024.009,0,Long,-1.6269999999999527,-0.08038501805080672,611,613,2022.382,2029.009,3.0731407498464325,0.0,2.2089999999998327,SL
18,19,tst,CrossSignalStrategy,2024-01-11 11:30:00,2024-01-11 12:45:00,2033.719,2033.719,0,Long,-1.6320000000000618,-0.08024707444834128,666,671,2032.087,2038.719,3.0637254901959623,0.0,2.293999999999869,SL
19,20,tst,CrossSignalStrategy,2024-01-11 13:00:00,2024-01-11 13:30:00,2033.797,2033.797,0,Long,-2.2329999999999472,-0.10979463535446,672,674,2031.564,2038.797,2.239140170174706,0.0,23.169999999999845,SL
20,21,tst,CrossSignalStrategy,2024-01-11 19:00:00,2024-01-11 19:45:00,2020.931,2020.89,0,Long,5.04099999999994,0.24943949100686463,696,699,2014.292,2025.931,0.7531254707034052,0.0,3.1770000000001346,TP
21,22,tst,CrossSignalStrategy,2024-01-12 07:45:00,2024-01-12 10:45:00,2037.554,2037.552,0,Long,5.00200000000018,0.2454904262660121,739,751,2036.426,2042.554,4.432624113474563,0.0,3.8940000000000055,TP
22,23,tst,CrossSignalStrategy,2024-01-14 23:30:00,2024-01-15 00:00:00,2048.396,2048.357,0,Long,-1.5139999999998963,-0.07391148977052758,794,796,2046.843,2053.396,3.219575016097645,0.0,1.949999999999818,SL
23,24,tst,CrossSignalStrategy,2024-01-15 13:45:00,2024-01-15 14:15:00,2054.155,2054.155,0,Long,-2.1100000000001273,-0.10271863613019111,851,853,2052.045,2059.155,2.3696682464453547,0.0,1.7390000000000327,SL
24,25,tst,CrossSignalStrategy,2024-01-15 16:00:00,2024-01-16 00:30:00,2053.729,2053.726,0,Long,-2.256000000000313,-0.10984896254570653,860,879,2051.47,2058.729,2.213368747233275,0.0,2.0950000000002547,SL
25,26,tst,CrossSignalStrategy,2024-01-16 06:15:00,2024-01-16 08:00:00,2049.344,2049.291,0,Long,-1.9340000000001965,-0.09437166234659464,902,909,2047.357,2054.344,2.516356316054252,0.0,2.244999999999891,SL
26,27,tst,CrossSignalStrategy,2024-01-16 12:45:00,2024-01-16 13:15:00,2038.467,2038.419,0,Long,-6.40300000000002,-0.31410859238830063,928,930,2037.409,2043.467,4.725897920604948,0.0,2.3900000000001,SL
27,28,tst,CrossSignalStrategy,2024-01-16 13:30:00,2024-01-16 17:00:00,2043.045,2043.045,0,Long,-11.743000000000166,-0.5747793122520631,931,945,2031.302,2048.045,0.42578557438473386,0.0,8.576999999999998,SL
28,29,tst,CrossSignalStrategy,2024-01-16 19:45:00,2024-01-16 23:15:00,2029.19,2029.19,0,Long,-2.3579999999999472,-0.11620400258230856,956,962,2026.832,2034.19,2.1204410517388093,0.0,1.8530000000000655,SL
29,30,tst,CrossSignalStrategy,2024-01-17 07:30:00,2024-01-17 14:00:00,2024.04,2023.987,0,Long,-5.690000000000055,-0.2811209264639066,995,1021,2018.297,2029.04,0.870625108828148,0.0,7.29300000000012,SL
30,31,tst,CrossSignalStrategy,2024-01-17 19:00:00,2024-01-18 00:45:00,2005.456,2005.456,0,Long,5.0,0.24931985543437504,1041,1056,2002.306,2010.456,1.587301587301656,0.0,2.1289999999999054,TP
31,32,tst,CrossSignalStrategy,2024-01-18 05:45:00,2024-01-18 12:00:00,2009.162,2009.145,0,Long,5.017000000000053,0.24970609637252014,1076,1101,2006.064,2014.162,1.6139444803099001,0.0,3.1979999999998654,TP
32,33,tst,CrossSignalStrategy,2024-01-18 15:30:00,2024-01-18 18:15:00,2014.944,2014.89,0,Long,5.05399999999986,0.25082582940269604,1115,1126,2012.371,2019.944,1.9432568985620915,0.0,5.160000000000082,TP
33,34,tst,CrossSignalStrategy,2024-01-19 06:45:00,2024-01-19 07:45:00,2023.8,2023.793,0,Long,5.007000000000062,0.24740587014527435,1168,1172,2022.17,2028.8,3.0674846625769097,0.0,1.8170000000000073,TP
34,35,tst,CrossSignalStrategy,2024-01-19 18:00:00,2024-01-22 00:15:00,2027.586,2027.581,0,Long,-1.4679999999998472,-0.07240136793210483,1213,1230,2026.113,2032.586,3.3944331296674464,0.0,1.9980000000000473,SL
35,36,tst,CrossSignalStrategy,2024-01-22 00:45:00,2024-01-22 03:30:00,2028.985,2028.985,0,Long,-2.9809999999999945,-0.1469207510159018,1232,1243,2026.004,2033.985,1.677289500167732,0.0,1.7210000000000036,SL
36,37,tst,CrossSignalStrategy,2024-01-22 08:00:00,2024-01-22 08:45:00,2023.061,2023.061,0,Long,-1.2609999999999673,-0.06233128907136104,1261,1264,2021.8,2028.061,3.965107057890666,0.0,2.316000000000031,SL
37,38,tst,CrossSignalStrategy,2024-01-22 15:30:00,2024-01-22 16:00:00,2024.952,2024.952,0,Long,-0.8109999999999218,-0.040050332057249845,1291,1293,2024.473,2029.952,10.438413361168191,0.0,2.729000000000042,SL
38,39,tst,CrossSignalStrategy,2024-01-22 17:00:00,2024-01-22 17:30:00,2024.134,2024.134,0,Long,-1.4429999999999836,-0.07128974662744579,1297,1299,2022.691,2029.134,3.4650034650035044,0.0,1.6209999999998672,SL
39,40,tst,CrossSignalStrategy,2024-01-22 23:00:00,2024-01-22 23:30:00,2021.013,2021.013,0,Long,-0.7029999999999745,-0.034784536269681324,1313,1315,2020.31,2026.013,7.112375533428422,0.0,0.9110000000000582,SL
40,41,tst,CrossSignalStrategy,2024-01-23 13:15:00,2024-01-23 13:45:00,2028.275,2028.269,0,Long,-3.0670000000000073,-0.15121223699942105,1370,1372,2025.202,2033.275,1.6270745200129675,0.0,3.4039999999999964,SL
41,42,tst,CrossSignalStrategy,2024-01-23 15:30:00,2024-01-23 16:30:00,2024.434,2024.434,0,Long,-1.1720000000000255,-0.05789272458376146,1379,1383,2023.262,2029.434,4.266211604095471,0.0,2.3980000000001382,SL
42,43,tst,CrossSignalStrategy,2024-01-23 18:15:00,2024-01-23 19:30:00,2024.618,2024.616,0,Long,5.001999999999953,0.2470589513676137,1390,1395,2023.268,2029.618,3.7037037037039533,0.0,2.436999999999898,TP
43,44,tst,CrossSignalStrategy,2024-01-24 06:00:00,2024-01-24 07:30:00,2024.911,2024.911,0,Long,5.0,0.24692443272815445,1429,1435,2023.916,2029.911,5.025125628140106,0.0,4.0,TP
44,45,tst,CrossSignalStrategy,2024-01-24 13:00:00,2024-01-24 13:30:00,2034.156,2034.156,0,Long,-1.9600000000000364,-0.09635445855676932,1457,1459,2032.196,2039.156,2.551020408163218,0.0,5.407000000000153,SL
45,46,tst,CrossSignalStrategy,2024-01-24 18:45:00,2024-01-24 19:15:00,2015.072,2015.069,0,Long,-1.099999999999909,-0.05458862015848114,1480,1482,2013.969,2020.072,4.533091568450348,0.0,3.7000000000000455,SL
46,47,tst,CrossSignalStrategy,2024-01-25 09:30:00,2024-01-25 13:30:00,2016.63,2016.584,0,Long,-3.5960000000000036,-0.17831729171935373,1531,1547,2012.988,2021.63,1.3728720483250763,0.0,13.667000000000144,SL
47,48,tst,CrossSignalStrategy,2024-01-25 13:30:00,2024-01-25 14:00:00,2019.068,2019.068,0,Long,5.0,0.24763900968169475,1547,1549,2014.93,2024.068,1.2083131947801105,0.0,6.260999999999967,TP
48,49,tst,CrossSignalStrategy,2024-01-25 19:30:00,2024-01-26 01:00:00,2017.351,2017.302,0,Long,5.0490000000002055,0.25027870707676575,1571,1585,2014.926,2022.351,2.061855670102938,0.0,2.377999999999929,TP
49,50,tst,CrossSignalStrategy,2024-01-26 10:15:00,2024-01-26 12:30:00,2022.543,2022.543,0,Long,-1.7079999999998563,-0.08444814275888604,1622,1631,2020.835,2027.543,2.927400468384321,0.0,2.2320000000001983,SL
50,51,tst,CrossSignalStrategy,2024-01-26 13:45:00,2024-01-26 15:00:00,2024.612,2024.611,0,Long,-5.9240000000002055,-0.2925992733422604,1636,1641,2018.687,2029.612,0.8438818565400584,0.0,4.218999999999824,SL
51,52,tst,CrossSignalStrategy,2024-01-26 18:45:00,2024-01-26 19:15:00,2017.304,2017.304,0,Long,-0.415000000000191,-0.020572010961173476,1656,1658,2016.907,2022.304,12.594458438282018,0.0,1.15300000000002,SL
52,53,tst,CrossSignalStrategy,2024-01-26 19:30:00,2024-01-28 23:00:00,2017.449,2017.449,0,Long,5.974999999999909,0.29616609887040063,1659,1665,2016.183,2022.449,3.9494470774089243,0.0,3.354000000000042,TP
53,54,tst,CrossSignalStrategy,2024-01-29 06:45:00,2024-01-29 07:30:00,2028.725,2028.686,0,Long,5.038999999999987,0.24838260483801342,1696,1699,2026.788,2033.725,2.5813113061436566,0.0,2.3350000000000364,TP
54,55,tst,CrossSignalStrategy,2024-01-29 13:15:00,2024-01-29 13:45:00,2031.276,2031.276,0,Long,5.0,0.24615069542494472,1722,1724,2028.077,2036.276,1.5629884338855555,0.0,2.4379999999998745,TP
55,56,tst,CrossSignalStrategy,2024-01-29 17:15:00,2024-01-29 18:15:00,2029.923,2029.919,0,Long,-3.4170000000001437,-0.16833150814095627,1738,1742,2026.502,2034.923,1.4615609470914728,0.0,1.6039999999998145,SL
56,57,tst,CrossSignalStrategy,2024-01-29 20:00:00,2024-01-30 06:15:00,2030.845,2030.845,0,Long,5.0,0.2462029352313938,1749,1782,2026.656,2035.845,1.1936022917163778,0.0,1.7560000000000855,TP
57,58,tst,CrossSignalStrategy,2024-01-30 13:45:00,2024-01-30 14:15:00,2037.767,2037.711,0,Long,5.05600000000004,0.24811472557952108,1812,1814,2034.801,2042.767,1.685772083614226,0.0,6.002999999999929,TP
58,59,tst,CrossSignalStrategy,2024-01-30 19:15:00,2024-01-31 13:30:00,2035.619,2035.619,0,Long,5.0,0.24562553208630888,1834,1899,2032.307,2040.619,1.5096618357488387,0.0,4.199999999999818,TP
59,60,tst,CrossSignalStrategy,2024-01-31 13:30:00,2024-01-31 14:30:00,2040.799,2040.749,0,Long,5.0499999999999545,0.24745210086833413,1899,1903,2036.425,2045.799,1.1431184270690382,0.0,6.537000000000035,TP
60,61,tst,CrossSignalStrategy,2024-02-01 00:30:00,2024-02-01 02:15:00,2041.87,2041.87,0,Long,5.0,0.24487357177489263,1935,1942,2039.705,2046.87,2.3094688221709396,0.0,3.6140000000000327,TP
61,62,tst,CrossSignalStrategy,2024-02-01 13:30:00,2024-02-01 14:00:00,2041.11,2041.11,0,Long,5.0,0.24496474957253653,1987,1989,2030.816,2046.11,0.485719836798141,0.0,6.81899999999996,TP
62,63,tst,CrossSignalStrategy,2024-02-02 05:00:00,2024-02-02 08:45:00,2054.768,2054.765,0,Long,-0.7019999999997708,-0.03416444094904003,2041,2056,2054.063,2059.768,7.092198581561016,0.0,2.431999999999789,SL
63,64,tst,CrossSignalStrategy,2024-02-02 11:30:00,2024-02-02 13:15:00,2055.796,2055.796,0,Long,-2.0969999999997526,-0.10200428447179355,2067,2074,2053.699,2060.796,2.3843586075348546,0.0,6.1840000000001965,SL
64,65,tst,CrossSignalStrategy,2024-02-02 16:30:00,2024-02-02 17:15:00,2035.874,2035.874,0,Long,-1.8679999999999382,-0.09175420482799712,2087,2090,2034.006,2040.874,2.6766595289080115,0.0,1.7960000000000491,SL
65,66,tst,CrossSignalStrategy,2024-02-05 01:45:00,2024-02-05 02:30:00,2037.954,2037.92,0,Long,-2.173999999999978,-0.10667561681961311,2116,2119,2035.746,2042.954,2.264492753623336,0.0,1.8259999999997945,SL
66,67,tst,CrossSignalStrategy,2024-02-05 06:45:00,2024-02-05 08:00:00,2030.877,2030.877,0,Long,-4.157999999999902,-0.2047391348663608,2136,2141,2026.719,2035.877,1.202501202501231,0.0,3.130000000000109,SL
67,68,tst,CrossSignalStrategy,2024-02-05 10:30:00,2024-02-05 13:00:00,2024.533,2024.506,0,Long,-2.257000000000062,-0.11148249991479822,2151,2161,2022.249,2029.533,2.189141856392411,0.0,1.5769999999999982,SL
68,69,tst,CrossSignalStrategy,2024-02-05 15:00:00,2024-02-05 15:30:00,2019.863,2019.863,0,Long,-2.4420000000000073,-0.12089928871413591,2169,2171,2017.421,2024.863,2.0475020475020416,0.0,3.7919999999999163,SL
69,70,tst,CrossSignalStrategy,2024-02-06 00:30:00,2024-02-06 02:15:00,2026.888,2026.888,0,Long,-1.7039999999999509,-0.08406976606501942,2199,2206,2025.184,2031.888,2.9342723004695683,0.0,1.025000000000091,SL
