DateTime,Open,High,Low,Close,Volume,MACD,MACD_Signal,MACD_Hist,Crossover,SL,TP
2024-01-02 14:00:00,2066.312,2067.264,2064.834,2065.269,15,-1.7054723056949115,-1.0731120450161358,-0.6323602606787757,0,,
2024-01-02 14:15:00,2065.233,2067.884,2064.55,2065.91,15,-1.7648512643681897,-1.2114598888865467,-0.5533913754816431,0,,
2024-01-02 14:30:00,2065.875,2070.016,2062.136,2065.763,15,-1.8029874711423872,-1.3297654053377148,-0.4732220658046724,0,,
2024-01-02 14:45:00,2065.793,2070.393,2065.793,2070.325,15,-1.448399171935307,-1.3534921586572333,-0.09490701327807383,0,,
2024-01-02 15:00:00,2070.366,2070.709,2066.46,2067.243,15,-1.399939402790551,-1.3627816074838968,-0.037157795306654195,0,,
2024-01-02 15:15:00,2067.281,2067.839,2063.972,2064.807,15,-1.5403434081299565,-1.3982939676131088,-0.14204944051684776,0,,
2024-01-02 15:30:00,2064.776,2065.254,2056.097,2058.786,15,-2.113100467491222,-1.5412552675887314,-0.5718451999024905,0,,
2024-01-02 15:45:00,2058.84,2059.798,2057.213,2059.305,15,-2.4963591269051904,-1.7322760394520231,-0.7640830874531672,0,,
2024-01-02 16:00:00,2059.336,2067.595,2059.091,2066.301,15,-2.2100989982195642,-1.8278406312055313,-0.38225836701403293,0,,
2024-01-02 16:15:00,2066.253,2066.898,2064.629,2065.352,15,-2.0363385099535662,-1.8695402069551383,-0.1667983029984279,0,,
2024-01-02 16:30:00,2065.319,2065.584,2064.085,2065.034,15,-1.9023627597739505,-1.8761047175189007,-0.026258042255049796,0,,
2024-01-02 16:45:00,2064.992,2066.919,2064.969,2066.092,15,-1.6913177958467713,-1.8391473331844748,0.14782953733770343,1,2064.085,2071.092
2024-01-02 17:00:00,2066.04,2066.909,2064.632,2064.783,15,-1.61111655293098,-1.793541177133776,0.18242462420279582,0,,
2024-01-02 17:15:00,2064.73,2064.986,2062.73,2063.961,15,-1.5954931682767892,-1.7539315753623785,0.15843840708558932,0,,
2024-01-02 17:30:00,2063.978,2065.185,2063.626,2064.604,15,-1.5137769191228472,-1.7059006441144722,0.192123724991625,0,,
2024-01-02 17:45:00,2064.571,2064.578,2061.791,2062.681,15,-1.5859049071750633,-1.6819014967265904,0.09599658955152712,0,,
2024-01-02 18:00:00,2062.724,2063.312,2061.381,2062.699,15,-1.622906551293454,-1.6701025076399632,0.047195956346509194,0,,
2024-01-02 18:15:00,2062.668,2064.92,2062.453,2064.416,15,-1.4964331208875592,-1.6353686302894823,0.13893550940192312,0,,
2024-01-02 18:30:00,2064.414,2064.451,2061.395,2061.603,15,-1.6046897424107556,-1.629232852713737,0.024543110302981397,0,,
2024-01-02 18:45:00,2061.632,2062.461,2060.514,2061.164,15,-1.7062390642036007,-1.6446340950117098,-0.06160496919189096,-1,,
2024-01-02 19:00:00,2061.158,2062.175,2060.828,2061.704,15,-1.723279255759735,-1.6603631271613148,-0.0629161285984201,0,,
2024-01-02 19:15:00,2061.71,2061.958,2060.37,2061.636,15,-1.7224158245771832,-1.6727736666444886,-0.049642157932694664,0,,
2024-01-02 19:30:00,2061.581,2062.064,2061.103,2061.728,15,-1.694771645450146,-1.6771732624056201,-0.017598383044525878,0,,
2024-01-02 19:45:00,2061.733,2061.84,2060.454,2060.946,15,-1.7161812299468693,-1.68497485591387,-0.031206374032999307,0,,
2024-01-02 20:00:00,2060.99,2061.577,2060.467,2060.853,15,-1.7208163034988502,-1.692143145430866,-0.028673158067984206,0,,
2024-01-02 20:15:00,2060.822,2061.406,2059.419,2059.687,15,-1.7978515741910996,-1.7132848311829127,-0.0845667430081869,0,,
2024-01-02 20:30:00,2059.683,2060.262,2058.832,2058.964,15,-1.895393719898948,-1.7497066089261197,-0.14568711097282816,0,,
2024-01-02 20:45:00,2058.999,2059.32,2058.148,2058.32,13,-2.0015889198707555,-1.8000830711150468,-0.20150584875570865,0,,
2024-01-02 23:00:00,2058.797,2059.256,2058.408,2058.789,14,-2.0245670518156658,-1.8449798672551707,-0.17958718456049505,0,,
2024-01-02 23:15:00,2058.789,2059.315,2058.513,2059.146,15,-1.9910192400711821,-1.874187741818373,-0.11683149825280914,0,,
2024-01-02 23:30:00,2059.148,2059.44,2058.615,2059.303,15,-1.929521447506886,-1.8852544829560756,-0.04426696455081047,0,,
2024-01-02 23:45:00,2059.241,2059.874,2058.935,2059.476,15,-1.8455499980905188,-1.8773135859829642,0.03176358789244538,1,2058.615,2064.476
2024-01-03 00:00:00,2059.448,2061.004,2059.227,2060.978,15,-1.6389108283415226,-1.8296330344546758,0.19072220611315327,0,,
2024-01-03 00:15:00,2060.973,2062.127,2060.275,2062.055,15,-1.3724224665343172,-1.7381909208706041,0.3657684543362869,0,,
2024-01-03 00:30:00,2062.043,2062.065,2059.922,2060.345,15,-1.2844054028214487,-1.647433817260773,0.3630284144393243,0,,
2024-01-03 00:45:00,2060.294,2060.81,2060.004,2060.197,15,-1.212615334068687,-1.5604701206223557,0.34785478655366875,0,,
2024-01-03 01:00:00,2060.185,2062.127,2060.069,2062.08,15,-0.992339749329858,-1.446844046363856,0.4545042970339981,0,,
2024-01-03 01:15:00,2062.078,2062.095,2059.448,2061.115,15,-0.8854305048844253,-1.33456133806797,0.44913083318354463,0,,
2024-01-03 01:30:00,2061.126,2062.007,2060.968,2061.36,15,-0.7720351651628334,-1.2220561034869426,0.45002093832410917,0,,
2024-01-03 01:45:00,2061.389,2062.553,2061.12,2062.379,15,-0.5931067917044857,-1.0962662411304511,0.5031594494259655,0,,
2024-01-03 02:00:00,2062.41,2063.986,2061.598,2063.986,15,-0.3179679601716998,-0.9406065849387009,0.622638624767001,0,,
2024-01-03 02:15:00,2063.982,2064.423,2062.73,2064.133,15,-0.08705328634778198,-0.7698959252205171,0.6828426388727351,0,,
2024-01-03 02:30:00,2064.104,2065.172,2063.365,2064.524,15,0.126045712076575,-0.5907075977610987,0.7167533098376737,0,,
2024-01-03 02:45:00,2064.512,2065.123,2063.952,2064.696,15,0.3052879961742292,-0.4115084789740331,0.7167964751482623,0,,
2024-01-03 03:00:00,2064.701,2065.541,2063.575,2063.68,15,0.36119248660816083,-0.2569682858575943,0.6181607724657552,0,,
2024-01-03 03:15:00,2063.703,2064.008,2063.255,2063.596,15,0.3941752926557456,-0.1267395701549263,0.5209148628106719,0,,
2024-01-03 03:30:00,2063.603,2065.201,2063.38,2065.03,15,0.5299176587313923,0.004591875622337427,0.5253257831090549,0,,
2024-01-03 03:45:00,2065.026,2065.369,2064.503,2065.072,15,0.6335799950161345,0.13038949950109685,0.5031904955150377,0,,
2024-01-03 04:00:00,2065.023,2065.05,2064.352,2064.705,15,0.678300287033835,0.2399716570076445,0.43832863002619055,0,,
2024-01-03 04:15:00,2064.705,2065.123,2064.543,2065.077,15,0.735282848733732,0.339033895352862,0.39624895338086996,0,,
2024-01-03 04:30:00,2065.075,2065.521,2064.782,2065.058,15,0.7700323446670154,0.42523358521569266,0.34479875945132277,0,,
2024-01-03 04:45:00,2065.002,2065.089,2064.474,2064.764,15,0.7650294443906205,0.4931927570506782,0.27183668733994226,0,,
2024-01-03 05:00:00,2064.762,2064.762,2063.601,2063.822,15,0.6772462097646894,0.5300034475934805,0.1472427621712089,0,,
2024-01-03 05:15:00,2063.818,2064.24,2063.43,2063.489,15,0.5741881631515753,0.5388403907050995,0.0353477724464758,0,,
2024-01-03 05:30:00,2063.485,2065.982,2063.485,2065.013,15,0.6084738740601097,0.5527670873761015,0.05570678668400819,0,,
2024-01-03 05:45:00,2065.008,2065.008,2063.762,2064.061,15,0.5524587031300143,0.552705410526884,-0.00024670739686971643,-1,,
2024-01-03 06:00:00,2064.024,2065.373,2063.566,2065.151,15,0.5892279144741224,0.5600099113163317,0.029218003157790662,1,2063.762,2070.151
2024-01-03 06:15:00,2065.127,2065.251,2063.375,2064.576,15,0.5654519072422772,0.5610983105015208,0.004353596740756416,0,,
2024-01-03 06:30:00,2064.575,2064.875,2064.173,2064.221,15,0.512060996650689,0.5512908477313545,-0.03922985108066546,-1,,
2024-01-03 06:45:00,2064.186,2065.091,2063.718,2064.3,15,0.47069705249305116,0.5351720886836938,-0.06447503619064265,0,,
2024-01-03 07:00:00,2064.268,2064.32,2061.956,2062.209,15,0.2661219161586814,0.4813620541786913,-0.2152401380200099,0,,
2024-01-03 07:15:00,2062.223,2062.549,2060.827,2061.487,15,0.04521408095524748,0.39413245953400255,-0.3489183785787551,0,,
2024-01-03 07:30:00,2061.488,2063.353,2060.995,2063.295,15,0.01585080173890674,0.31847612797498337,-0.30262532623607663,0,,
2024-01-03 07:45:00,2063.317,2063.724,2062.542,2062.915,15,-0.03764864268077872,0.24725117384383094,-0.28489981652460966,0,,
2024-01-03 08:00:00,2062.91,2064.376,2062.425,2063.698,15,-0.01667357899077615,0.19446622327690952,-0.21113980226768567,0,,
2024-01-03 08:15:00,2063.691,2063.691,2058.848,2060.66,15,-0.24239769058385718,0.10709344050475617,-0.34949113108861335,0,,
2024-01-03 08:30:00,2060.702,2061.667,2059.893,2061.634,15,-0.33878669322120913,0.0179174137595631,-0.35670410698077226,0,,
2024-01-03 08:45:00,2061.668,2061.739,2059.424,2060.083,15,-0.5341708212908998,-0.09250023325052949,-0.4416705880403703,0,,
2024-01-03 09:00:00,2060.05,2060.576,2057.904,2058.397,15,-0.8156578638377141,-0.23713175936796643,-0.5785261044697476,0,,
2024-01-03 09:15:00,2058.428,2059.152,2057.863,2058.814,15,-0.9936359414591607,-0.38843259578620526,-0.6052033456729554,0,,
2024-01-03 09:30:00,2058.815,2059.174,2054.243,2054.948,15,-1.430152829151666,-0.5967766424592975,-0.8333761866923686,0,,
2024-01-03 09:45:00,2055.002,2056.958,2055.002,2056.796,15,-1.6084363983791263,-0.7991085936432633,-0.8093278047358631,0,,
2024-01-03 10:00:00,2056.744,2057.157,2055.483,2055.674,15,-1.8192917714391115,-1.003145229202433,-0.8161465422366785,0,,
2024-01-03 10:15:00,2055.692,2055.742,2052.648,2053.057,15,-2.1725227130509666,-1.2370207259721397,-0.9355019870788268,0,,
2024-01-03 10:30:00,2053.087,2055.411,2053.045,2054.701,15,-2.29336720903666,-1.4482900225850437,-0.8450771864516162,0,,
2024-01-03 10:45:00,2054.759,2055.892,2054.269,2054.849,15,-2.35010443855208,-1.628652905778451,-0.7214515327736291,0,,
2024-01-03 11:00:00,2054.85,2055.634,2052.243,2053.184,15,-2.5005953797558504,-1.8030414005739308,-0.6975539791819196,0,,
2024-01-03 11:15:00,2053.126,2053.725,2051.506,2052.31,15,-2.6597253720979097,-1.9743781948787267,-0.685347177219183,0,,
2024-01-03 11:30:00,2052.313,2052.324,2047.628,2049.145,15,-3.0065682393505995,-2.180816203773101,-0.8257520355774983,0,,
2024-01-03 11:45:00,2049.166,2049.978,2046.614,2047.617,15,-3.3659400784877107,-2.417840978716023,-0.9480990997716878,0,,
2024-01-03 12:00:00,2047.648,2048.177,2042.993,2045.486,15,-3.779135222216155,-2.6900998274160495,-1.0890353948001055,0,,
2024-01-03 12:15:00,2045.44,2046.299,2041.737,2043.551,15,-4.214155517476684,-2.9949109654281765,-1.2192445520485071,0,,
2024-01-03 12:30:00,2043.499,2046.232,2042.058,2046.016,15,-4.310320643193791,-3.257992900981299,-1.0523277422124915,0,,
2024-01-03 12:45:00,2046.009,2048.369,2045.275,2045.712,15,-4.360793939488303,-3.4785531086827,-0.8822408308056033,0,,
2024-01-03 13:00:00,2045.749,2047.987,2044.872,2045.318,15,-4.382073086847868,-3.6592571043157336,-0.7228159825321341,0,,
2024-01-03 13:15:00,2045.284,2046.303,2041.382,2042.722,15,-4.555894947749493,-3.8385846730024857,-0.7173102747470077,0,,
2024-01-03 13:30:00,2042.775,2044.919,2041.424,2041.977,15,-4.6995913350911,-4.010786005420209,-0.6888053296708909,0,,
2024-01-03 13:45:00,2041.929,2041.929,2038.64,2040.974,15,-4.838628774346262,-4.17635455920542,-0.6622742151408421,0,,
2024-01-03 14:00:00,2041.027,2042.294,2036.366,2037.315,15,-5.1843062122318315,-4.377944889810702,-0.8063613224211297,0,,
2024-01-03 14:15:00,2037.284,2037.61,2034.419,2036.979,15,-5.422859119837312,-4.586927735816024,-0.8359313840212881,0,,
2024-01-03 14:30:00,2037.03,2037.208,2031.752,2035.008,15,-5.70519135092627,-4.810580458838073,-0.8946108920881972,0,,
2024-01-03 14:45:00,2034.958,2039.434,2034.244,2037.822,15,-5.63689675874889,-4.9758437188202365,-0.6610530399286532,0,,
2024-01-03 15:00:00,2037.77,2048.767,2036.139,2040.575,15,-5.299538924322178,-5.040582759920625,-0.2589561644015532,0,,
2024-01-03 15:15:00,2040.626,2040.758,2035.418,2037.464,15,-5.223004564878693,-5.077067120912238,-0.1459374439664547,0,,
2024-01-03 15:30:00,2037.326,2038.843,2032.082,2033.833,15,-5.393172749760652,-5.140288246681921,-0.25288450307873056,0,,
2024-01-03 15:45:00,2033.865,2035.21,2031.782,2032.552,15,-5.567222777804773,-5.225675152906492,-0.34154762489828094,0,,
2024-01-03 16:00:00,2032.601,2036.051,2031.25,2033.751,15,-5.544495902023755,-5.289439302729944,-0.25505659929381075,0,,
2024-01-03 16:15:00,2033.688,2035.588,2033.365,2034.03,15,-5.441248396474521,-5.319801121478859,-0.12144727499566166,0,,
2024-01-03 16:30:00,2034.076,2034.649,2032.539,2032.908,15,-5.387852220941795,-5.333411341371447,-0.0544408795703486,0,,
2024-01-03 16:45:00,2032.948,2033.068,2031.305,2032.375,15,-5.327136103690464,-5.33215629383525,0.005020190144786163,1,2032.539,2037.375
2024-01-03 17:00:00,2032.423,2033.288,2030.912,2033.165,15,-5.155838449391695,-5.296892724946539,0.1410542755548443,0,,
2024-01-03 17:15:00,2033.179,2033.779,2032.029,2032.742,15,-4.996618481500491,-5.236837876257329,0.2402193947568385,0,,
2024-01-03 17:30:00,2032.74,2032.881,2030.541,2032.045,15,-4.870533110856513,-5.163576923177166,0.29304381232065246,0,,
2024-01-03 17:45:00,2032.05,2033.35,2031.013,2033.303,15,-4.61589034911708,-5.054039608365149,0.43814925924806847,0,,
2024-01-03 18:00:00,2033.311,2035.036,2032.857,2032.932,15,-4.393376614430963,-4.9219070095783115,0.5285303951473486,0,,
2024-01-03 18:15:00,2032.979,2035.218,2032.887,2034.878,15,-4.013739054612188,-4.740273418585087,0.7265343639728989,0,,
2024-01-03 18:30:00,2034.927,2035.382,2033.964,2035.257,15,-3.6403279857556754,-4.520284332019204,0.8799563462635289,0,,
2024-01-03 18:45:00,2035.266,2036.331,2034.974,2035.754,15,-3.266637513167325,-4.269554968248828,1.0029174550815032,0,,
2024-01-03 19:00:00,2035.765,2037.735,2030.522,2031.232,15,-3.2973627837814092,-4.075116531355344,0.7777537475739349,0,,
2024-01-03 19:15:00,2031.219,2039.187,2031.219,2038.712,15,-2.6871633486923656,-3.7975258948227486,1.110362546130383,0,,
2024-01-03 19:30:00,2038.679,2042.278,2036.231,2037.964,15,-2.238133439734156,-3.48564740380503,1.247513964070874,0,,
2024-01-03 19:45:00,2037.934,2038.458,2034.743,2036.62,15,-1.9680372610378072,-3.1821253752515855,1.2140881142137783,0,,
2024-01-03 20:00:00,2036.583,2039.494,2036.405,2039.412,15,-1.5112720240415456,-2.8479547050095775,1.3366826809680319,0,,
2024-01-03 20:15:00,2039.36,2042.031,2039.187,2041.07,15,-1.0039229406509094,-2.4791483521378437,1.4752254114869343,0,,
2024-01-03 20:30:00,2041.063,2041.919,2040.647,2041.388,15,-0.569618981405938,-2.0972424779914625,1.5276234965855244,0,,
2024-01-03 20:45:00,2041.438,2042.309,2041.156,2041.697,13,-0.19821138961674478,-1.717436260316519,1.5192248706997742,0,,
2024-01-03 23:00:00,2042.001,2042.878,2041.091,2042.675,14,0.173053377621045,-1.3393383327290063,1.5123917103500513,0,,
2024-01-03 23:15:00,2042.709,2042.855,2041.856,2042.334,15,0.4347559345440004,-0.984519479274405,1.4192754138184054,0,,
2024-01-03 23:30:00,2042.294,2043.382,2042.0,2043.16,15,0.7007308046740945,-0.6474694224847051,1.3482002271587996,0,,
2024-01-03 23:45:00,2043.156,2043.665,2042.589,2042.666,15,0.8617227307911435,-0.34563099182953533,1.2073537226206787,0,,
2024-01-04 00:00:00,2042.657,2043.158,2042.162,2042.756,15,0.9852152913579175,-0.07946173519204475,1.0646770265499623,0,,
2024-01-04 00:15:00,2042.751,2043.186,2042.661,2042.931,15,1.084701311273875,0.15337087410113923,0.9313304371727358,0,,
2024-01-04 00:30:00,2042.931,2042.945,2042.029,2042.287,15,1.0989117107944821,0.3424790414398078,0.7564326693546743,0,,
2024-01-04 00:45:00,2042.303,2042.752,2041.533,2042.09,15,1.0818069045978973,0.4903446140714257,0.5914622905264716,0,,
2024-01-04 01:00:00,2042.089,2042.785,2041.52,2042.08,15,1.0552796985509758,0.6033316309673358,0.45194806758364003,0,,
2024-01-04 01:15:00,2042.084,2043.284,2040.646,2041.121,15,0.945968871038076,0.6718590789814838,0.27410979205659225,0,,
2024-01-04 01:30:00,2041.11,2041.367,2040.044,2040.669,15,0.8134892327182115,0.7001851097288293,0.1133041229893822,0,,
2024-01-04 01:45:00,2040.721,2042.349,2040.534,2042.197,15,0.8223158496161886,0.7246112577063012,0.09770459190988745,0,,
2024-01-04 02:00:00,2042.207,2044.092,2042.207,2043.881,15,0.9541963517485783,0.7705282765147566,0.18366807523382167,0,,
2024-01-04 02:15:00,2043.877,2044.65,2043.356,2044.176,15,1.07018026251626,0.8304586737150573,0.23972158880120265,0,,
2024-01-04 02:30:00,2044.145,2044.271,2042.603,2043.197,15,1.0707581953111003,0.8785185780342659,0.19223961727683436,0,,
2024-01-04 02:45:00,2043.146,2044.762,2042.728,2044.586,15,1.169812037867814,0.9367772700009755,0.23303476786683852,0,,
2024-01-04 03:00:00,2044.619,2045.551,2044.092,2045.318,15,1.2924802958496002,1.0079178751707005,0.2845624206788997,0,,
2024-01-04 03:15:00,2045.322,2046.591,2045.177,2046.398,15,1.4600126313528108,1.0983368264071225,0.3616758049456883,0,,
2024-01-04 03:30:00,2046.424,2046.96,2045.794,2045.918,15,1.5363412402928134,1.1859377091842607,0.3504035311085527,0,,
2024-01-04 03:45:00,2045.875,2046.358,2044.564,2044.684,15,1.480195948262235,1.2447893569998556,0.2354065912623795,0,,
2024-01-04 04:00:00,2044.682,2044.682,2042.689,2043.455,15,1.3212992556657355,1.2600913367330315,0.06120791893270394,0,,
2024-01-04 04:15:00,2043.455,2043.905,2042.37,2043.19,15,1.16061040242721,1.2401951498718673,-0.07958474744465738,-1,,
2024-01-04 04:30:00,2043.182,2044.587,2043.134,2044.322,15,1.1117902421699455,1.2145141683314828,-0.10272392616153736,0,,
2024-01-04 04:45:00,2044.274,2044.372,2042.614,2043.012,15,0.9563694300916268,1.1628852206835116,-0.20651579059188485,0,,
2024-01-04 05:00:00,2042.998,2043.393,2042.382,2043.171,15,0.8363859513399348,1.0975853668147963,-0.2611994154748616,0,,
2024-01-04 05:15:00,2043.181,2043.769,2043.181,2043.391,15,0.7504001950376278,1.0281483324593625,-0.27774813742173476,0,,
2024-01-04 05:30:00,2043.391,2044.27,2042.312,2043.363,15,0.6722472498431671,0.9569681159361234,-0.2847208660929563,0,,
2024-01-04 05:45:00,2043.362,2044.159,2043.195,2043.774,15,0.6361416973420546,0.8928028322173096,-0.256661134875255,0,,
2024-01-04 06:00:00,2043.781,2045.176,2043.571,2045.116,15,0.707658524330327,0.8557739706399131,-0.14811544630958606,0,,
2024-01-04 06:15:00,2045.102,2048.59,2044.817,2047.024,15,0.9078308699840818,0.8661853505087469,0.0416455194753349,1,2043.571,2052.024
2024-01-04 06:30:00,2046.979,2047.921,2045.872,2045.901,15,0.9647313588011457,0.8858945521672267,0.07883680663391901,0,,
2024-01-04 06:45:00,2045.89,2047.62,2045.197,2047.203,15,1.1021806721614666,0.9291517761660747,0.17302889599539195,0,,
2024-01-04 07:00:00,2047.16,2048.5,2046.885,2047.72,15,1.238550582376547,0.9910315374081692,0.24751904496837784,0,,
2024-01-04 07:15:00,2047.77,2048.686,2046.482,2048.179,15,1.3678939526889735,1.0664040204643301,0.3014899322246434,0,,
2024-01-04 07:30:00,2048.175,2049.55,2046.648,2049.27,15,1.5406741550395964,1.1612580473793834,0.37941610766021294,0,,
2024-01-04 07:45:00,2049.32,2049.439,2047.16,2047.599,15,1.525186573918063,1.2340437526871193,0.2911428212309437,0,,
2024-01-04 08:00:00,2047.654,2048.584,2046.673,2047.638,15,1.498782496698368,1.2869915014893691,0.2117909952089989,0,,
2024-01-04 08:15:00,2047.607,2048.435,2046.847,2047.346,15,1.437721951905587,1.3171375915726127,0.12058436033297437,0,,
2024-01-04 08:30:00,2047.351,2047.527,2045.398,2045.899,15,1.258067998556271,1.3053236729693443,-0.04725567441307321,-1,,
2024-01-04 08:45:00,2045.909,2047.477,2045.407,2046.763,15,1.171899596376079,1.2786388576506913,-0.10673926127461231,0,,
2024-01-04 09:00:00,2046.717,2048.367,2046.294,2048.097,15,1.1974497132277975,1.2624010287661125,-0.06495131553831501,0,,
2024-01-04 09:15:00,2048.096,2048.798,2046.267,2047.077,15,1.1224539391002963,1.2344116108329493,-0.11195767173265292,0,,
2024-01-04 09:30:00,2047.086,2050.958,2047.086,2049.838,15,1.2711557805778284,1.241760444781925,0.029395335795903366,1,2046.267,2054.838
